Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Sebastian Kris,1,Fullback,80,4,1,0,0,0,0.0,0,0,21,7,77,33,35,0,0,0,0,1,1,0,4.04,0,0,0,0,0,1,13,0.14,100.0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,80,0
Albert Hopoate,2,Winger,80,4,1,0,0,0,0.0,0,0,46,15,164,22,54,1,1,0,0,4,0,0,3.22,2,13,0,1,0,0,16,0.0,66.67,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Jarrod Croker,3,Centre,80,10,0,4,4,1,100.0,0,0,41,4,65,0,11,1,1,1,0,0,0,0,3.4,0,0,0,1,0,6,9,1.5,87.5,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Matthew Timoko,4,Centre,80,4,1,0,0,0,0.0,0,0,42,10,212,0,49,1,0,0,0,3,1,0,4.35,1,11,0,0,0,1,7,0.1,61.11,11,2,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,80,0
Jordan Rapana,5,Winger,80,0,0,0,0,0,0.0,0,0,30,10,111,16,43,0,1,1,0,6,0,0,3.97,2,12,0,1,1,2,14,0.2,60.0,9,4,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,80,0
Jack Wighton,6,Five-Eighth,80,0,0,0,0,0,0.0,0,0,38,11,122,0,39,0,0,0,0,3,0,0,3.36,1,0,0,0,5,20,33,1.82,85.0,17,2,1,0,0,4,156,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80,0
Jamal Fogarty,7,Halfback,80,0,0,0,0,0,0.0,0,0,49,6,58,0,22,0,0,1,0,0,0,0,3.85,0,0,0,0,4,24,38,4.0,80.0,28,3,4,0,1,9,337,0,3,1,0,0,1,0,1,1,0,3,0,0,0,0,0,80,0
Pasami Saulo,8,Interchange,13,0,0,0,0,0,0.0,0,0,10,3,26,0,13,0,0,0,0,0,3,0,4.36,0,0,0,0,0,0,3,0.0,76.19,16,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0
Zac Woolford,9,Hooker,53,0,0,0,0,0,0.0,0,0,37,2,10,0,0,0,0,0,0,0,0,0,0.0,1,6,0,0,0,69,71,34.5,97.06,33,0,1,0,0,1,11,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,52,0
Joseph Tapine,10,Prop,59,0,0,0,0,0,0.0,0,0,85,17,181,0,71,1,0,0,0,6,15,0,3.33,0,0,0,1,0,3,18,0.18,95.56,43,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22
Hudson Young,11,2nd Row,80,4,1,0,0,0,0.0,0,0,72,14,130,0,47,1,0,0,0,6,13,0,4.09,0,0,0,3,2,6,19,0.43,86.49,32,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,80,0
Elliott Whitehead,12,2nd Row,80,0,0,0,0,0,0.0,0,0,32,6,49,0,15,0,0,0,0,0,5,0,3.0,1,3,0,0,1,2,9,0.33,92.31,36,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,80,0
Corey Horsburgh,13,Lock,70,0,0,0,0,0,0.0,0,0,68,13,136,0,62,0,0,0,0,2,13,0,3.0,0,0,0,1,2,9,23,0.69,94.83,55,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,69,0
