Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
12,Dolphins,16,Storm,24,Hamiso Tabuai-Fidow,0
12,Dolphins,16,Storm,24,Jamayne Isaako,2
12,Dolphins,16,Storm,24,Euan Aitken,0
12,Dolphins,16,Storm,24,Brenko Lee,0
12,Dolphins,16,Storm,24,Tesi Niu,0
12,Dolphins,16,Storm,24,Kodi Nikorima,1
12,Dolphins,16,Storm,24,Isaiya Katoa,0
12,Dolphins,16,Storm,24,Jesse Bromwich captain,0
12,Dolphins,16,Storm,24,Jeremy Marshall-King,0
12,Dolphins,16,Storm,24,Kenneath Bromwich,0
12,Dolphins,16,Storm,24,Felise Kaufusi,0
12,Dolphins,16,Storm,24,Connelly Lemuelu,0
12,Dolphins,16,Storm,24,Tom Gilbert,0
12,Dolphins,16,Storm,24,Nick Meaney,0
12,Dolphins,16,Storm,24,Will Warbrick,1
12,Dolphins,16,Storm,24,Reimis Smith,1
12,Dolphins,16,Storm,24,Justin Olam,0
12,Dolphins,16,Storm,24,Xavier Coates,0
12,Dolphins,16,Storm,24,Cameron Munster,1
12,Dolphins,16,Storm,24,Jahrome Hughes,0
12,Dolphins,16,Storm,24,Christian Welch captain,0
12,Dolphins,16,Storm,24,Harry Grant,0
12,Dolphins,16,Storm,24,Tui Kamikamica,0
12,Dolphins,16,Storm,24,Trent Loiero,0
12,Dolphins,16,Storm,24,Eliesa Katoa,1
12,Dolphins,16,Storm,24,Josh King,0
