Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Clinton Gutherson,1,Fullback,65,0,0,0,0,0,0.0,0,0,34,12,133,22,42,0,1,0,0,1,0,0,3.22,1,9,0,1,1,19,32,1.58,80.0,8,2,0,0,1,1,15,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,7,57
Maika Sivo,2,Winger,80,8,2,0,0,0,0.0,0,0,48,16,178,26,66,1,0,0,0,2,0,0,3.66,0,0,0,1,0,0,18,0.0,0.0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Will Penisini,3,Centre,80,0,0,0,0,0,0.0,0,0,32,10,97,6,43,0,1,0,0,3,0,0,2.87,1,8,0,0,0,7,14,0.7,90.91,20,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Waqa Blake,4,Centre,80,0,0,0,0,0,0.0,0,0,20,11,118,0,23,1,0,1,0,1,0,0,3.39,0,0,0,0,0,5,14,0.45,66.67,8,2,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,80,0
Dylan Brown,6,Five-Eighth,80,0,0,0,0,0,0.0,0,0,60,19,195,15,58,0,3,2,0,2,0,0,3.33,1,12,0,0,2,39,53,2.05,85.19,23,1,3,0,0,2,64,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,80,0
Mitchell Moses,7,Halfback,80,14,2,3,5,0,60.0,0,0,77,11,138,0,12,1,0,0,0,2,0,0,3.03,0,0,0,0,0,33,50,3.0,100.0,20,0,0,0,0,12,402,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,80,0
Reagan Campbell-Gillard,8,Prop,65,4,1,0,0,0,0.0,0,0,67,18,181,0,76,1,0,0,0,2,18,0,3.21,0,0,0,0,0,1,19,0.06,93.94,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,14
Josh Hodgson,9,Hooker,80,0,0,0,0,0,0.0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,120,124,0.0,81.48,44,8,2,0,0,1,41,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,80,0
Junior Paulo,10,Prop,57,0,0,0,0,0,0.0,0,0,45,15,171,31,72,0,0,0,0,1,12,0,3.74,0,0,0,0,0,1,17,0.07,96.77,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27,29
Bryce Cartwright,11,2nd Row,80,0,0,0,0,0,0.0,0,0,48,13,137,0,67,0,0,0,0,2,13,0,2.98,0,0,0,3,0,6,20,0.46,90.63,29,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Matt Doorey,12,2nd Row,72,0,0,0,0,0,0.0,0,0,32,10,87,0,31,0,0,0,0,0,10,0,3.72,0,0,0,0,0,3,13,0.3,90.91,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2
J'maine Hopgood,13,Lock,71,0,0,0,0,0,0.0,0,0,85,13,145,0,60,1,1,2,0,1,13,0,2.8,0,0,0,4,3,7,21,0.54,87.04,47,5,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,49,21
Jirah Momoisea,14,Interchange,23,0,0,0,0,0,0.0,0,0,15,3,31,0,13,0,0,0,0,1,3,0,3.15,0,0,0,0,0,0,4,0.0,100.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,8
