,Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries,isHomePlayer,OppoentTotalTackles,OpponentTeamTackleEfficiency,OpponentTotalMissedTackles,OpponentTotalIneffectiveTakcles,Position,MinsPlayed,Points,TotalPoints,AllRuns,All RunMetres,Post ContactMetres,LineBreaks,TackleBreaks,Average Play The BallSpeed,Receipts,Home_All_Runs,Home_All_Run_Meters,Home_Post_Contact_Meters,Home_Line_Breaks,Home_Tackle_Breaks,Home_Average_Distance,Home_Kick_Return_Meters,Home_Average_Ball_Play_Speed,Away_All_Runs,Away_All_Run_Meters,Away_Post_Contact_Meters,Away_Line_Breaks,Away_Tackle_Breaks,Away_Average_Distance,Away_Kick_Return_Meters,Away_Average_Ball_Play_Speed,Home_Effective_Tackles %,Home_Tackles_Made,Home_Missed_Tackles,Home_Ineffective_Tackles,Away_Effective_Tackles %,Away_Tackles_Made,Away_Missed_Tackles,Away_Ineffective_Tackles,Home_Errors,Home_Penalties,Home_Ruck_Infrigments,Home_Inside_10M,Away_Errors,Away_Penalties,Away_Ruck_infrigments,Away_Inside_10M,Home_Offloads,Home_Receipts,Home_Total_Passes,Home_Dummy_Passes,Away_Offloads,Away_Receipts,Away_Total_Passes,Away_Dummy_Passes,Home_Possesion,Home_Time_Possesion,Home_Completion_Rate,Away_Possesion,Away_Time_Possesion,Away_Completion_Rate
0,18.0,Raiders,26.0,Titans,22.0,Sebastian Kris,1.0,1.0,270.0,977.49,27.0,13.0,Fullback,80.0,4.0,21.0,7.0,77.0,35.0,0.0,1.0,4.04,13.0,147.0,"1,599",555.0,5.0,34.0,43.22,121.0,3.51,205.0,"1,921",592.0,6.0,32.0,48.05,152.0,3.65,87.36,380.0,32.0,23.0,86.77,328.0,35.0,15.0,9.0,11.0,1.0,0.0,11.0,6.0,2.0,1.0,10.0,330.0,173.0,17.0,11.0,429.0,240.0,0.0,54.0,28:06,75%,46.0,24:05,75.0
1,18.0,Raiders,26.0,Titans,22.0,Albert Hopoate,1.0,1.0,270.0,977.49,27.0,13.0,Winger,80.0,4.0,46.0,15.0,164.0,54.0,1.0,4.0,3.22,16.0,147.0,"1,599",555.0,5.0,34.0,43.22,121.0,3.51,205.0,"1,921",592.0,6.0,32.0,48.05,152.0,3.65,87.36,380.0,32.0,23.0,86.77,328.0,35.0,15.0,9.0,11.0,1.0,0.0,11.0,6.0,2.0,1.0,10.0,330.0,173.0,17.0,11.0,429.0,240.0,0.0,54.0,28:06,75%,46.0,24:05,75.0
2,18.0,Raiders,26.0,Titans,22.0,Jarrod Croker captain,0.0,1.0,270.0,977.49,27.0,13.0,Winger,80.0,4.0,46.0,15.0,164.0,54.0,1.0,4.0,3.22,16.0,147.0,"1,599",555.0,5.0,34.0,43.22,121.0,3.51,205.0,"1,921",592.0,6.0,32.0,48.05,152.0,3.65,87.36,380.0,32.0,23.0,86.77,328.0,35.0,15.0,9.0,11.0,1.0,0.0,11.0,6.0,2.0,1.0,10.0,330.0,173.0,17.0,11.0,429.0,240.0,0.0,54.0,28:06,75%,46.0,24:05,75.0
3,18.0,Raiders,26.0,Titans,22.0,Matthew Timoko,1.0,1.0,270.0,977.49,27.0,13.0,Centre,80.0,4.0,42.0,10.0,212.0,49.0,1.0,3.0,4.35,7.0,147.0,"1,599",555.0,5.0,34.0,43.22,121.0,3.51,205.0,"1,921",592.0,6.0,32.0,48.05,152.0,3.65,87.36,380.0,32.0,23.0,86.77,328.0,35.0,15.0,9.0,11.0,1.0,0.0,11.0,6.0,2.0,1.0,10.0,330.0,173.0,17.0,11.0,429.0,240.0,0.0,54.0,28:06,75%,46.0,24:05,75.0
4,18.0,Raiders,26.0,Titans,22.0,Jordan Rapana,0.0,1.0,270.0,977.49,27.0,13.0,Winger,80.0,0.0,30.0,10.0,111.0,43.0,0.0,6.0,3.97,14.0,147.0,"1,599",555.0,5.0,34.0,43.22,121.0,3.51,205.0,"1,921",592.0,6.0,32.0,48.05,152.0,3.65,87.36,380.0,32.0,23.0,86.77,328.0,35.0,15.0,9.0,11.0,1.0,0.0,11.0,6.0,2.0,1.0,10.0,330.0,173.0,17.0,11.0,429.0,240.0,0.0,54.0,28:06,75%,46.0,24:05,75.0
5,18.0,Raiders,26.0,Titans,22.0,Jack Wighton,0.0,1.0,270.0,977.49,27.0,13.0,Five-Eighth,80.0,0.0,38.0,11.0,122.0,39.0,0.0,3.0,3.36,33.0,147.0,"1,599",555.0,5.0,34.0,43.22,121.0,3.51,205.0,"1,921",592.0,6.0,32.0,48.05,152.0,3.65,87.36,380.0,32.0,23.0,86.77,328.0,35.0,15.0,9.0,11.0,1.0,0.0,11.0,6.0,2.0,1.0,10.0,330.0,173.0,17.0,11.0,429.0,240.0,0.0,54.0,28:06,75%,46.0,24:05,75.0
6,18.0,Raiders,26.0,Titans,22.0,Jamal Fogarty,0.0,1.0,270.0,977.49,27.0,13.0,Halfback,80.0,0.0,49.0,6.0,58.0,22.0,0.0,0.0,3.85,38.0,147.0,"1,599",555.0,5.0,34.0,43.22,121.0,3.51,205.0,"1,921",592.0,6.0,32.0,48.05,152.0,3.65,87.36,380.0,32.0,23.0,86.77,328.0,35.0,15.0,9.0,11.0,1.0,0.0,11.0,6.0,2.0,1.0,10.0,330.0,173.0,17.0,11.0,429.0,240.0,0.0,54.0,28:06,75%,46.0,24:05,75.0
7,18.0,Raiders,26.0,Titans,22.0,Joseph Tapine,0.0,1.0,270.0,977.49,27.0,13.0,Prop,59.0,0.0,85.0,17.0,181.0,71.0,1.0,6.0,3.33,18.0,147.0,"1,599",555.0,5.0,34.0,43.22,121.0,3.51,205.0,"1,921",592.0,6.0,32.0,48.05,152.0,3.65,87.36,380.0,32.0,23.0,86.77,328.0,35.0,15.0,9.0,11.0,1.0,0.0,11.0,6.0,2.0,1.0,10.0,330.0,173.0,17.0,11.0,429.0,240.0,0.0,54.0,28:06,75%,46.0,24:05,75.0
8,18.0,Raiders,26.0,Titans,22.0,Zac Woolford,0.0,1.0,270.0,977.49,27.0,13.0,Hooker,53.0,0.0,37.0,2.0,10.0,0.0,0.0,0.0,0.0,71.0,147.0,"1,599",555.0,5.0,34.0,43.22,121.0,3.51,205.0,"1,921",592.0,6.0,32.0,48.05,152.0,3.65,87.36,380.0,32.0,23.0,86.77,328.0,35.0,15.0,9.0,11.0,1.0,0.0,11.0,6.0,2.0,1.0,10.0,330.0,173.0,17.0,11.0,429.0,240.0,0.0,54.0,28:06,75%,46.0,24:05,75.0
9,18.0,Raiders,26.0,Titans,22.0,Ata Mariota,0.0,1.0,270.0,977.49,27.0,13.0,Hooker,53.0,0.0,37.0,2.0,10.0,0.0,0.0,0.0,0.0,71.0,147.0,"1,599",555.0,5.0,34.0,43.22,121.0,3.51,205.0,"1,921",592.0,6.0,32.0,48.05,152.0,3.65,87.36,380.0,32.0,23.0,86.77,328.0,35.0,15.0,9.0,11.0,1.0,0.0,11.0,6.0,2.0,1.0,10.0,330.0,173.0,17.0,11.0,429.0,240.0,0.0,54.0,28:06,75%,46.0,24:05,75.0
