Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
14,Roosters,25,Bulldogs,24,James Tedesco captain,0
14,Roosters,25,Bulldogs,24,Corey Allan,0
14,Roosters,25,Bulldogs,24,Joseph-Aukuso Suaalii,1
14,Roosters,25,Bulldogs,24,Billy Smith,0
14,Roosters,25,Bulldogs,24,Fetalaiga Pauga,1
14,Roosters,25,Bulldogs,24,Joseph Manu,0
14,Roosters,25,Bulldogs,24,Luke Keary,0
14,Roosters,25,Bulldogs,24,Jared Waerea-Hargreaves,0
14,Roosters,25,Bulldogs,24,Jake Turpin,0
14,Roosters,25,Bulldogs,24,Lindsay Collins,0
14,Roosters,25,Bulldogs,24,Egan Butcher,0
14,Roosters,25,Bulldogs,24,Nat Butcher,0
14,Roosters,25,Bulldogs,24,Sitili Tupouniua,0
14,Roosters,25,Bulldogs,24,Hayze Perham,0
14,Roosters,25,Bulldogs,24,Blake Wilson,0
14,Roosters,25,Bulldogs,24,Jake Averillo,0
14,Roosters,25,Bulldogs,24,Paul Alamoti,0
14,Roosters,25,Bulldogs,24,Josh Addo-Carr,0
14,Roosters,25,Bulldogs,24,Karl Oloapu,0
14,Roosters,25,Bulldogs,24,Matt Burton captain,0
14,Roosters,25,Bulldogs,24,Max King,0
14,Roosters,25,Bulldogs,24,Reed Mahoney,1
14,Roosters,25,Bulldogs,24,Ryan Sutton,0
14,Roosters,25,Bulldogs,24,Jayden Okunbor,0
14,Roosters,25,Bulldogs,24,Jacob Preston,0
14,Roosters,25,Bulldogs,24,Tevita Pangai Junior,0
