Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
2,Roosters,20,Warriors,12,James Tedesco captain,0
2,Roosters,20,Warriors,12,Daniel Tupou,0
2,Roosters,20,Warriors,12,Joseph-Aukuso Suaalii,0
2,Roosters,20,Warriors,12,Joseph Manu,0
2,Roosters,20,Warriors,12,Jaxson Paulo,2
2,Roosters,20,Warriors,12,Luke Keary,0
2,Roosters,20,Warriors,12,Sam Walker,1
2,Roosters,20,Warriors,12,Lindsay Collins,0
2,Roosters,20,Warriors,12,Brandon Smith,0
2,Roosters,20,Warriors,12,Fletcher Baker,0
2,Roosters,20,Warriors,12,Egan Butcher,0
2,Roosters,20,Warriors,12,Nat Butcher,0
2,Roosters,20,Warriors,12,Naufahu Whyte,0
2,Roosters,20,Warriors,12,Charnze Nicoll-Klokstad,0
2,Roosters,20,Warriors,12,Edward Kosi,0
2,Roosters,20,Warriors,12,Brayden Wiliame,0
2,Roosters,20,Warriors,12,Adam Pompey,0
2,Roosters,20,Warriors,12,Marcelo Montoya,0
2,Roosters,20,Warriors,12,Te Maire Martin,0
2,Roosters,20,Warriors,12,Shaun Johnson,0
2,Roosters,20,Warriors,12,Addin Fonua-Blake,1
2,Roosters,20,Warriors,12,Wayde Egan,1
2,Roosters,20,Warriors,12,Mitchell Barnett,0
2,Roosters,20,Warriors,12,Jackson Ford,0
2,Roosters,20,Warriors,12,Marata Niukore,0
2,Roosters,20,Warriors,12,Tohu Harris captain,0
