Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
20,Roosters,16,Storm,30,Joseph Manu,0
20,Roosters,16,Storm,30,Daniel Tupou,2
20,Roosters,16,Storm,30,Billy Smith,0
20,Roosters,16,Storm,30,Joseph-Aukuso Suaalii,0
20,Roosters,16,Storm,30,Fetalaiga Pauga,0
20,Roosters,16,Storm,30,Luke Keary captain,0
20,Roosters,16,Storm,30,Sandon Smith,0
20,Roosters,16,Storm,30,Jared Waerea-Hargreaves,0
20,Roosters,16,Storm,30,Jake Turpin,0
20,Roosters,16,Storm,30,Lindsay Collins,0
20,Roosters,16,Storm,30,Victor Radley,0
20,Roosters,16,Storm,30,Nat Butcher,0
20,Roosters,16,Storm,30,Nathan Brown,0
20,Roosters,16,Storm,30,Nick Meaney,0
20,Roosters,16,Storm,30,Will Warbrick,0
20,Roosters,16,Storm,30,Reimis Smith,0
20,Roosters,16,Storm,30,Justin Olam,0
20,Roosters,16,Storm,30,Xavier Coates,3
20,Roosters,16,Storm,30,Cameron Munster,0
20,Roosters,16,Storm,30,Jahrome Hughes,1
20,Roosters,16,Storm,30,Tui Kamikamica,0
20,Roosters,16,Storm,30,Harry Grant,1
20,Roosters,16,Storm,30,Christian Welch captain,0
20,Roosters,16,Storm,30,Trent Loiero,0
20,Roosters,16,Storm,30,Nelson Asofa-Solomona,0
20,Roosters,16,Storm,30,Josh King,0
