Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
16,Wests Tigers,6,Storm,28,Jahream Bula,0
16,Wests Tigers,6,Storm,28,David Nofoaluma,0
16,Wests Tigers,6,Storm,28,Brent Naden,0
16,Wests Tigers,6,Storm,28,Asu Kepaoa,0
16,Wests Tigers,6,Storm,28,Junior Tupou,0
16,Wests Tigers,6,Storm,28,Starford To'a,0
16,Wests Tigers,6,Storm,28,Brandon Wakeham,0
16,Wests Tigers,6,Storm,28,Fonua Pole,0
16,Wests Tigers,6,Storm,28,Jake Simpkin,0
16,Wests Tigers,6,Storm,28,David Klemmer,0
16,Wests Tigers,6,Storm,28,Isaiah Papali'i,0
16,Wests Tigers,6,Storm,28,Shawn Blore,0
16,Wests Tigers,6,Storm,28,John Bateman captain,0
16,Wests Tigers,6,Storm,28,Nick Meaney,0
16,Wests Tigers,6,Storm,28,Will Warbrick,4
16,Wests Tigers,6,Storm,28,Reimis Smith,0
16,Wests Tigers,6,Storm,28,Marion Seve,0
16,Wests Tigers,6,Storm,28,George Jennings,0
16,Wests Tigers,6,Storm,28,Jonah Pezet,0
16,Wests Tigers,6,Storm,28,Jahrome Hughes captain,0
16,Wests Tigers,6,Storm,28,Tui Kamikamica,0
16,Wests Tigers,6,Storm,28,Bronson Garlick,0
16,Wests Tigers,6,Storm,28,Nelson Asofa-Solomona,0
16,Wests Tigers,6,Storm,28,Trent Loiero,0
16,Wests Tigers,6,Storm,28,Tom Eisenhuth,0
16,Wests Tigers,6,Storm,28,Josh King,0
