Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
10,Storm,12,Rabbitohs,28,Nick Meaney,0
10,Storm,12,Rabbitohs,28,Will Warbrick,0
10,Storm,12,Rabbitohs,28,Reimis Smith,1
10,Storm,12,Rabbitohs,28,Justin Olam,0
10,Storm,12,Rabbitohs,28,Xavier Coates,0
10,Storm,12,Rabbitohs,28,Cameron Munster,0
10,Storm,12,Rabbitohs,28,Jahrome Hughes,0
10,Storm,12,Rabbitohs,28,Nelson Asofa-Solomona,0
10,Storm,12,Rabbitohs,28,Harry Grant,0
10,Storm,12,Rabbitohs,28,Christian Welch captain,0
10,Storm,12,Rabbitohs,28,Trent Loiero,0
10,Storm,12,Rabbitohs,28,Eliesa Katoa,0
10,Storm,12,Rabbitohs,28,Josh King,0
10,Storm,12,Rabbitohs,28,Latrell Mitchell,0
10,Storm,12,Rabbitohs,28,Alex Johnston,2
10,Storm,12,Rabbitohs,28,Isaiah Tass,1
10,Storm,12,Rabbitohs,28,Campbell Graham,0
10,Storm,12,Rabbitohs,28,Taane Milne,0
10,Storm,12,Rabbitohs,28,Cody Walker,1
10,Storm,12,Rabbitohs,28,Lachlan Ilias,0
10,Storm,12,Rabbitohs,28,Tevita Tatola,0
10,Storm,12,Rabbitohs,28,Damien Cook,0
10,Storm,12,Rabbitohs,28,Hame Sele,0
10,Storm,12,Rabbitohs,28,Michael Chee Kam,0
10,Storm,12,Rabbitohs,28,Jacob Host,1
10,Storm,12,Rabbitohs,28,Cameron Murray captain,0
