Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
20,Knights,34,Wests Tigers,18,Kalyn Ponga captain,0
20,Knights,34,Wests Tigers,18,Dominic Young,2
20,Knights,34,Wests Tigers,18,Bradman Best,1
20,Knights,34,Wests Tigers,18,Enari Tuala,0
20,Knights,34,Wests Tigers,18,Greg Marzhew,1
20,Knights,34,Wests Tigers,18,Tyson Gamble,1
20,Knights,34,Wests Tigers,18,Jackson Hastings,0
20,Knights,34,Wests Tigers,18,Daniel Saifiti,1
20,Knights,34,Wests Tigers,18,Phoenix Crossland,0
20,Knights,34,Wests Tigers,18,Leo Thompson,0
20,Knights,34,Wests Tigers,18,Tyson Frizell,0
20,Knights,34,Wests Tigers,18,Lachlan Fitzgibbon,0
20,Knights,34,Wests Tigers,18,Adam Elliott,0
20,Knights,34,Wests Tigers,18,Jahream Bula,2
20,Knights,34,Wests Tigers,18,Asu Kepaoa,0
20,Knights,34,Wests Tigers,18,Starford To'a,0
20,Knights,34,Wests Tigers,18,Tommy Talau,0
20,Knights,34,Wests Tigers,18,Junior Tupou,0
20,Knights,34,Wests Tigers,18,Will Smith,0
20,Knights,34,Wests Tigers,18,Brandon Wakeham,0
20,Knights,34,Wests Tigers,18,Stefano Utoikamanu,0
20,Knights,34,Wests Tigers,18,Apisai Koroisau captain,0
20,Knights,34,Wests Tigers,18,David Klemmer,0
20,Knights,34,Wests Tigers,18,Isaiah Papali'i,0
20,Knights,34,Wests Tigers,18,John Bateman,0
20,Knights,34,Wests Tigers,18,Fonua Pole,0
