Home_Team,Away_Team,Player,Tries,Position,isHomePlayer,Prev_Round_Tries,Prev_Round_MinsPlayed,Prev_Round_All_RunMeters,Prev_OpponentTotalTackles,Prev_OpponentTeamTackleEfficiency
Broncos,Storm,Young Tonumaipea,0,Left Centre,No,0.0,80.0,109.0,266,1084.93
Broncos,Storm,Corey Oates,0,Winger,Yes,0.0,80.0,121.0,269,1000.6500000000001
Broncos,Storm,Jock Madden,0,Halfback,Yes,0.0,80.0,54.0,269,1000.6500000000001
Broncos,Storm,Tyson Smoothy,0,Hooker,Yes,0.0,26.0,0.0,269,1000.6500000000001
Broncos,Storm,Jordan Riki,0,Second Row,Yes,0.0,54.0,72.0,269,1000.6500000000001
Sea Eagles,Wests Tigers,Tolutau Koula,2,Fullback,Yes,0.0,80.0,312.0,262,1143.8100000000002
Sea Eagles,Wests Tigers,Jason Saab,2,Winger,Yes,2.0,80.0,114.0,262,1143.8100000000002
Sea Eagles,Wests Tigers,Brad Parker,0,Right Centre,Yes,0.0,80.0,92.0,262,1143.8100000000002
Sea Eagles,Wests Tigers,Morgan Harper,0,Left Centre,Yes,0.0,80.0,77.0,262,1143.8100000000002
Sea Eagles,Wests Tigers,Raymond Tuaimalo Vaega,1,Winger,Yes,1.0,80.0,151.0,262,1143.8100000000002
Sea Eagles,Wests Tigers,Jake Arthur,0,Five-Eighth,Yes,0.0,80.0,77.0,262,1143.8100000000002
Sea Eagles,Wests Tigers,Toafofoa Sipley,0,Prop,Yes,1.0,48.0,148.0,262,1143.8100000000002
Sea Eagles,Wests Tigers,Lachlan Croker,0,Hooker,Yes,1.0,57.0,5.0,262,1143.8100000000002
Sea Eagles,Wests Tigers,Sean Keppie,0,Prop,Yes,0.0,43.0,98.0,262,1143.8100000000002
Sea Eagles,Wests Tigers,Haumole Olakau'atu,1,Second Row,Yes,1.0,80.0,85.0,262,1143.8100000000002
Sea Eagles,Wests Tigers,Ben Trbojevic,0,Second Row,Yes,0.0,62.0,119.0,262,1143.8100000000002
Sea Eagles,Wests Tigers,Jake Trbojevic,1,Lock Forward,Yes,0.0,71.0,77.0,262,1143.8100000000002
Rabbitohs,Roosters,Joseph-Aukuso Suaalii,0,Winger,No,1.0,80.0,248.0,273,1098.4
Rabbitohs,Roosters,Billy Smith,1,Right Centre,No,0.0,68.0,171.0,273,1098.4
Rabbitohs,Roosters,Corey Allan,0,Left Centre,No,0.0,80.0,60.0,273,1098.4
Rabbitohs,Roosters,Luke Keary,0,Five-Eighth,No,0.0,80.0,86.0,273,1098.4
Rabbitohs,Roosters,Sam Walker,1,Halfback,No,1.0,69.0,80.0,273,1098.4
Rabbitohs,Roosters,Lindsay Collins,0,Prop,No,0.0,60.0,103.0,273,1098.4
Rabbitohs,Roosters,Brandon Smith,0,Hooker,No,0.0,79.0,86.0,273,1098.4
Rabbitohs,Roosters,Siua Wong,0,Second Row,No,0.0,80.0,91.0,273,1098.4
Rabbitohs,Roosters,Nat Butcher,0,Second Row,No,0.0,80.0,141.0,273,1098.4
Rabbitohs,Roosters,Victor Radley,0,Lock Forward,No,1.0,74.0,123.0,273,1098.4
Dolphins,Warriors,Rocco Berry,0,Right Centre,No,0.0,31.0,42.0,269,989.6
Dolphins,Warriors,Adam Pompey,0,Left Centre,No,1.0,80.0,103.0,269,989.6
Dolphins,Warriors,Marcelo Montoya,1,Winger,No,0.0,80.0,163.0,269,989.6
Dolphins,Warriors,Bunty Afoa,0,Prop,No,0.0,40.0,80.0,269,989.6
Dolphins,Warriors,Josh Curran,0,Second Row,No,0.0,80.0,112.0,269,989.6
Dolphins,Warriors,Marata Niukore,0,Second Row,No,0.0,67.0,123.0,269,989.6
Dragons,Knights,Tyrell Sloan,0,Fullback,Yes,0.0,80.0,83.0,268,1136.1100000000001
Dragons,Knights,Mathew Feagai,0,Winger,Yes,0.0,0.0,0.0,268,1136.1100000000001
Dragons,Knights,Mosese Suli,0,Right Centre,Yes,0.0,80.0,146.0,268,1136.1100000000001
Dragons,Knights,Zac Lomax,0,Left Centre,Yes,1.0,68.0,77.0,268,1136.1100000000001
Dragons,Knights,Mikaele Ravalawa,1,Winger,Yes,0.0,80.0,133.0,268,1136.1100000000001
Dragons,Knights,Talatau Amone,0,Five-Eighth,Yes,0.0,80.0,81.0,268,1136.1100000000001
Dragons,Knights,Francis Molo,0,Prop,Yes,0.0,50.0,90.0,268,1136.1100000000001
Dragons,Knights,Blake Lawrie,0,Prop,Yes,0.0,70.0,201.0,268,1136.1100000000001
Dragons,Knights,Billy Burns,0,Second Row,Yes,0.0,80.0,89.0,268,1136.1100000000001
Dragons,Knights,Dan Russell,0,Second Row,Yes,0.0,73.0,71.0,268,1136.1100000000001
Dragons,Knights,Dominic Young,2,Winger,No,1.0,80.0,186.0,354,1002.3299999999998
Dragons,Knights,Bradman Best,0,Left Centre,No,2.0,80.0,130.0,354,1002.3299999999998
Dragons,Knights,Greg Marzhew,1,Winger,No,1.0,80.0,169.0,354,1002.3299999999998
Dragons,Knights,Tyson Gamble,0,Five-Eighth,No,0.0,80.0,43.0,354,1002.3299999999998
Dragons,Knights,Jack Hetherington,0,Prop,No,0.0,31.0,90.0,354,1002.3299999999998
Dragons,Knights,Adam Elliott,0,Lock Forward,No,0.0,69.0,162.0,354,1002.3299999999998
Titans,Bulldogs,Alofiana Khan-Pereira,1,Winger,Yes,0.0,80.0,133.0,227,1004.82
Titans,Bulldogs,AJ Brimson,1,Right Centre,Yes,0.0,80.0,104.0,227,1004.82
Titans,Bulldogs,Brian Kelly,0,Left Centre,Yes,1.0,80.0,177.0,227,1004.82
Titans,Bulldogs,Aaron Schoupp,0,Winger,Yes,0.0,61.0,80.0,227,1004.82
Titans,Bulldogs,Kieran Foran,3,Five-Eighth,Yes,0.0,69.0,99.0,227,1004.82
Titans,Bulldogs,Tom Weaver,0,Halfback,Yes,0.0,80.0,61.0,227,1004.82
Titans,Bulldogs,Kruise Leeming,1,Hooker,Yes,0.0,38.0,28.0,227,1004.82
Titans,Bulldogs,David Fifita,0,Second Row,Yes,0.0,80.0,110.0,227,1004.82
Titans,Bulldogs,Klese Haas,0,Second Row,Yes,0.0,80.0,65.0,227,1004.82
Titans,Bulldogs,Blake Wilson,1,Winger,No,0.0,80.0,201.0,194,1041.8500000000001
Titans,Bulldogs,Jake Averillo,0,Right Centre,No,1.0,80.0,107.0,194,1041.8500000000001
Titans,Bulldogs,Josh Addo-Carr,3,Winger,No,0.0,80.0,134.0,194,1041.8500000000001
Titans,Bulldogs,Matt Burton,0,Five-Eighth,No,0.0,80.0,93.0,194,1041.8500000000001
Titans,Bulldogs,Toby Sexton,0,Halfback,No,1.0,80.0,78.0,194,1041.8500000000001
Titans,Bulldogs,Luke Thompson,0,Prop,No,0.0,45.0,92.0,194,1041.8500000000001
Titans,Bulldogs,Reed Mahoney,0,Hooker,No,0.0,80.0,81.0,194,1041.8500000000001
Titans,Bulldogs,Liam Knight,0,Prop,No,0.0,47.0,74.0,194,1041.8500000000001
Titans,Bulldogs,Viliame Kikau,0,Second Row,No,0.0,58.0,93.0,194,1041.8500000000001
Titans,Bulldogs,Corey Waddell,0,Second Row,No,1.0,80.0,180.0,194,1041.8500000000001
Sharks,Raiders,Jordan Rapana,1,Fullback,No,0.0,70.0,95.0,190,1011.94
Sharks,Raiders,Matthew Timoko,0,Left Centre,No,0.0,80.0,96.0,190,1011.94
Sharks,Raiders,Nick Cotric,0,Winger,No,1.0,80.0,133.0,190,1011.94
Sharks,Raiders,Matt Frawley,0,Five-Eighth,No,1.0,77.0,27.0,190,1011.94
Sharks,Raiders,Jamal Fogarty,0,Halfback,No,0.0,80.0,40.0,190,1011.94
Sharks,Raiders,Joseph Tapine,0,Prop,No,0.0,53.0,125.0,190,1011.94
Sharks,Raiders,Zac Woolford,0,Hooker,No,0.0,56.0,10.0,190,1011.94
Sharks,Raiders,Hudson Young,0,Second Row,No,1.0,80.0,78.0,190,1011.94
Sharks,Raiders,Connor Tracey,0,Fullback,Yes,1.0,80.0,187.0,248,1072.23
Sharks,Raiders,Sione Katoa,1,Winger,Yes,0.0,80.0,144.0,248,1072.23
Sharks,Raiders,Jesse Ramien,1,Right Centre,Yes,0.0,80.0,109.0,248,1072.23
Sharks,Raiders,Siosifa Talakai,0,Left Centre,Yes,0.0,80.0,137.0,248,1072.23
Sharks,Raiders,Ronaldo Mulitalo,1,Winger,Yes,0.0,80.0,131.0,248,1072.23
Sharks,Raiders,Braydon Trindall,1,Five-Eighth,Yes,0.0,80.0,54.0,248,1072.23
Sharks,Raiders,Toby Rudolf,0,Prop,Yes,0.0,42.0,51.0,248,1072.23
Sharks,Raiders,Blayke Brailey,0,Hooker,Yes,0.0,80.0,47.0,248,1072.23
Sharks,Raiders,Braden Hamlin-Uele,0,Prop,Yes,0.0,43.0,65.0,248,1072.23
Sharks,Raiders,Briton Nikora,0,Second Row,Yes,0.0,80.0,102.0,248,1072.23
Sharks,Raiders,Cameron McInnes,0,Lock Forward,Yes,0.0,62.0,103.0,248,1072.23
Panthers,Eels,Maika Sivo,4,Winger,No,0.0,80.0,109.0,268,1096.54
Panthers,Eels,Will Penisini,0,Right Centre,No,0.0,80.0,105.0,268,1096.54
Panthers,Eels,Bailey Simonsson,0,Left Centre,No,0.0,80.0,163.0,268,1096.54
Panthers,Eels,Sean Russell,0,Winger,No,0.0,80.0,72.0,268,1096.54
Panthers,Eels,Daejarn Asi,0,Five-Eighth,No,0.0,80.0,83.0,268,1096.54
Panthers,Eels,Dylan Brown,0,Halfback,No,0.0,80.0,163.0,268,1096.54
Panthers,Eels,Reagan Campbell-Gillard,0,Prop,No,0.0,68.0,199.0,268,1096.54
Panthers,Eels,Joey Lussick,0,Hooker,No,0.0,51.0,18.0,268,1096.54
Panthers,Eels,Bryce Cartwright,0,Second Row,No,1.0,80.0,114.0,268,1096.54
Panthers,Eels,Joe Ofahengaue,0,Lock Forward,No,0.0,28.0,33.0,268,1096.54
Panthers,Eels,Tyrone Peachey,1,Right Centre,Yes,1.0,80.0,184.0,266,986.67
Panthers,Eels,Stephen Crichton,0,Left Centre,Yes,1.0,80.0,118.0,266,986.67
Panthers,Eels,Jarome Luai,0,Five-Eighth,Yes,0.0,80.0,74.0,266,986.67
Panthers,Eels,Moses Leota,0,Prop,Yes,0.0,42.0,128.0,266,986.67
Panthers,Eels,James Fisher-Harris,0,Prop,Yes,0.0,48.0,157.0,266,986.67
Panthers,Eels,Liam Martin,1,Second Row,Yes,1.0,80.0,65.0,266,986.67
Panthers,Eels,Isaah Yeo,0,Lock Forward,Yes,1.0,75.0,140.0,266,986.67
Warriors,Dragons,Tyrell Sloan,0,Fullback,No,1.0,80.0,177.0,277,1015.89
Warriors,Dragons,Mikaele Ravalawa,0,Winger,No,1.0,80.0,104.0,277,1015.89
Warriors,Dragons,Mosese Suli,0,Right Centre,No,0.0,80.0,131.0,277,1015.89
Warriors,Dragons,Talatau Amone,0,Five-Eighth,No,1.0,80.0,68.0,277,1015.89
Warriors,Dragons,Francis Molo,0,Prop,No,0.0,55.0,120.0,277,1015.89
Warriors,Dragons,Connor Muhleisen,0,Hooker,No,0.0,51.0,2.0,277,1015.89
Warriors,Dragons,Blake Lawrie,0,Prop,No,0.0,63.0,196.0,277,1015.89
Warriors,Dragons,Billy Burns,0,Second Row,No,2.0,80.0,105.0,277,1015.89
Warriors,Dragons,Dan Russell,0,Second Row,No,0.0,80.0,87.0,277,1015.89
Warriors,Dragons,Michael Molo,0,Lock Forward,No,0.0,33.0,55.0,277,1015.89
Dolphins,Cowboys,Scott Drinkwater,1,Fullback,No,1.0,80.0,165.0,290,1065.93
Dolphins,Cowboys,Kyle Feldt,1,Winger,No,0.0,80.0,192.0,290,1065.93
Dolphins,Cowboys,Peta Hiku,1,Left Centre,No,0.0,80.0,123.0,290,1065.93
Dolphins,Cowboys,Murray Taulagi,1,Winger,No,0.0,80.0,132.0,290,1065.93
Dolphins,Cowboys,Tom Dearden,0,Five-Eighth,No,0.0,80.0,88.0,290,1065.93
Dolphins,Cowboys,Jordan McLean,0,Prop,No,0.0,41.0,79.0,290,1065.93
Dolphins,Cowboys,Reece Robson,0,Hooker,No,0.0,80.0,42.0,290,1065.93
Dolphins,Cowboys,Jason Taumalolo,0,Prop,No,0.0,48.0,116.0,290,1065.93
Dolphins,Cowboys,Luciano Leilua,0,Second Row,No,0.0,65.0,102.0,290,1065.93
Dolphins,Cowboys,Reuben Cotter,0,Lock Forward,No,0.0,58.0,106.0,290,1065.93
Dolphins,Cowboys,Jamayne Isaako,2,Winger,Yes,1.0,80.0,164.0,284,1085.37
Dolphins,Cowboys,Tesi Niu,0,Right Centre,Yes,0.0,80.0,160.0,284,1085.37
Dolphins,Cowboys,Euan Aitken,0,Left Centre,Yes,1.0,80.0,150.0,284,1085.37
Dolphins,Cowboys,Jack Bostock,0,Winger,Yes,1.0,80.0,80.0,284,1085.37
Dolphins,Cowboys,Kodi Nikorima,0,Five-Eighth,Yes,0.0,80.0,127.0,284,1085.37
Dolphins,Cowboys,Sean O'Sullivan,0,Halfback,Yes,0.0,80.0,117.0,284,1085.37
Dolphins,Cowboys,Mark Nicholls,0,Prop,Yes,0.0,45.0,97.0,284,1085.37
Dolphins,Cowboys,Harrison Graham,0,Hooker,Yes,0.0,52.0,20.0,284,1085.37
Storm,Titans,Alofiana Khan-Pereira,0,Winger,No,1.0,80.0,79.0,222,956.1
Storm,Titans,Brian Kelly,1,Right Centre,No,0.0,80.0,106.0,222,956.1
Storm,Titans,Aaron Schoupp,0,Left Centre,No,0.0,71.0,142.0,222,956.1
Storm,Titans,Tom Weaver,0,Halfback,No,0.0,80.0,21.0,222,956.1
Storm,Titans,Jaimin Jolliffe,0,Prop,No,0.0,46.0,166.0,222,956.1
Storm,Titans,Chris Randall,1,Hooker,No,0.0,80.0,29.0,222,956.1
Storm,Titans,David Fifita,0,Second Row,No,1.0,80.0,80.0,222,956.1
Storm,Titans,Klese Haas,0,Second Row,No,1.0,53.0,58.0,222,956.1
Storm,Titans,Nick Meaney,0,Fullback,Yes,0.0,80.0,138.0,246,1030.0299999999997
Storm,Titans,Marion Seve,0,Right Centre,Yes,0.0,80.0,69.0,246,1030.0299999999997
Storm,Titans,Young Tonumaipea,0,Left Centre,Yes,0.0,80.0,101.0,246,1030.0299999999997
Storm,Titans,Xavier Coates,3,Winger,Yes,1.0,80.0,182.0,246,1030.0299999999997
Storm,Titans,Cameron Munster,0,Five-Eighth,Yes,0.0,80.0,98.0,246,1030.0299999999997
Storm,Titans,Jahrome Hughes,0,Halfback,Yes,1.0,80.0,142.0,246,1030.0299999999997
Storm,Titans,Tui Kamikamica,0,Prop,Yes,0.0,38.0,65.0,246,1030.0299999999997
Storm,Titans,Trent Loiero,0,Second Row,Yes,0.0,80.0,79.0,246,1030.0299999999997
Storm,Titans,Eliesa Katoa,1,Second Row,Yes,2.0,80.0,95.0,246,1030.0299999999997
Roosters,Wests Tigers,Joseph Manu,0,Fullback,Yes,0.0,80.0,158.0,250,966.6800000000001
Roosters,Wests Tigers,Daniel Tupou,1,Winger,Yes,0.0,77.0,233.0,250,966.6800000000001
Roosters,Wests Tigers,Billy Smith,0,Right Centre,Yes,0.0,80.0,108.0,250,966.6800000000001
Roosters,Wests Tigers,Joseph-Aukuso Suaalii,1,Winger,Yes,2.0,80.0,160.0,250,966.6800000000001
Roosters,Wests Tigers,Brandon Smith,0,Hooker,Yes,0.0,67.0,65.0,250,966.6800000000001
Roosters,Wests Tigers,Lindsay Collins,0,Prop,Yes,0.0,68.0,164.0,250,966.6800000000001
Roosters,Wests Tigers,Siua Wong,0,Second Row,Yes,1.0,51.0,89.0,250,966.6800000000001
Roosters,Wests Tigers,Nat Butcher,0,Second Row,Yes,1.0,80.0,131.0,250,966.6800000000001
Roosters,Wests Tigers,Victor Radley,1,Lock Forward,Yes,0.0,80.0,118.0,250,966.6800000000001
Roosters,Wests Tigers,Jahream Bula,0,Fullback,No,0.0,80.0,108.0,236,976.99
Roosters,Wests Tigers,David Nofoaluma,0,Winger,No,0.0,80.0,151.0,236,976.99
Roosters,Wests Tigers,Asu Kepaoa,0,Left Centre,No,1.0,80.0,140.0,236,976.99
Roosters,Wests Tigers,Junior Tupou,0,Winger,No,0.0,80.0,119.0,236,976.99
Roosters,Wests Tigers,Daine Laurie,0,Five-Eighth,No,0.0,80.0,114.0,236,976.99
Roosters,Wests Tigers,Stefano Utoikamanu,0,Prop,No,0.0,48.0,132.0,236,976.99
Roosters,Wests Tigers,David Klemmer,0,Prop,No,0.0,32.0,94.0,236,976.99
Roosters,Wests Tigers,Isaiah Papali'i,0,Second Row,No,0.0,80.0,131.0,236,976.99
Roosters,Wests Tigers,John Bateman,0,Second Row,No,0.0,80.0,94.0,236,976.99
Roosters,Wests Tigers,Fonua Pole,0,Lock Forward,No,1.0,54.0,137.0,236,976.99
Bulldogs,Sea Eagles,Jake Averillo,1,Fullback,Yes,0.0,80.0,142.0,237,1008.1499999999997
Bulldogs,Sea Eagles,Blake Wilson,0,Winger,Yes,1.0,80.0,90.0,237,1008.1499999999997
Bulldogs,Sea Eagles,Josh Addo-Carr,0,Winger,Yes,0.0,80.0,137.0,237,1008.1499999999997
Bulldogs,Sea Eagles,Toby Sexton,1,Halfback,Yes,1.0,80.0,61.0,237,1008.1499999999997
Bulldogs,Sea Eagles,Liam Knight,0,Prop,Yes,1.0,37.0,94.0,237,1008.1499999999997
Bulldogs,Sea Eagles,Reed Mahoney,0,Hooker,Yes,0.0,65.0,21.0,237,1008.1499999999997
Bulldogs,Sea Eagles,Viliame Kikau,0,Second Row,Yes,0.0,75.0,74.0,237,1008.1499999999997
Bulldogs,Sea Eagles,Corey Waddell,1,Second Row,Yes,0.0,80.0,101.0,237,1008.1499999999997
Cowboys,Sharks,Connor Tracey,0,Fullback,No,1.0,80.0,223.0,296,1042.74
Cowboys,Sharks,Sione Katoa,0,Winger,No,0.0,80.0,146.0,296,1042.74
Cowboys,Sharks,Jesse Ramien,0,Right Centre,No,1.0,80.0,210.0,296,1042.74
Cowboys,Sharks,Siosifa Talakai,0,Left Centre,No,0.0,80.0,197.0,296,1042.74
Cowboys,Sharks,Ronaldo Mulitalo,1,Winger,No,2.0,80.0,188.0,296,1042.74
Cowboys,Sharks,Braydon Trindall,0,Five-Eighth,No,0.0,80.0,64.0,296,1042.74
Cowboys,Sharks,Nicholas Hynes,1,Halfback,No,0.0,80.0,154.0,296,1042.74
Cowboys,Sharks,Toby Rudolf,0,Prop,No,1.0,39.0,70.0,296,1042.74
Cowboys,Sharks,Blayke Brailey,0,Hooker,No,0.0,80.0,57.0,296,1042.74
Cowboys,Sharks,Braden Hamlin-Uele,0,Prop,No,0.0,44.0,78.0,296,1042.74
Cowboys,Sharks,Briton Nikora,0,Second Row,No,0.0,80.0,132.0,296,1042.74
Cowboys,Sharks,Cameron McInnes,0,Lock Forward,No,1.0,67.0,145.0,296,1042.74
Warriors,Sea Eagles,Reuben Garrick,0,Fullback,No,1.0,80.0,175.0,251,1049.96
Warriors,Sea Eagles,Jason Saab,3,Winger,No,0.0,80.0,149.0,251,1049.96
Warriors,Sea Eagles,Tolutau Koula,0,Right Centre,No,0.0,80.0,114.0,251,1049.96
Warriors,Sea Eagles,Raymond Tuaimalo Vaega,0,Winger,No,0.0,80.0,149.0,251,1049.96
Warriors,Sea Eagles,Toafofoa Sipley,0,Prop,No,1.0,46.0,111.0,251,1049.96
Warriors,Sea Eagles,Lachlan Croker,0,Hooker,No,0.0,80.0,24.0,251,1049.96
Warriors,Sea Eagles,Sean Keppie,0,Prop,No,0.0,47.0,59.0,251,1049.96
Warriors,Sea Eagles,Haumole Olakau'atu,0,Second Row,No,0.0,80.0,172.0,251,1049.96
Warriors,Sea Eagles,Jake Trbojevic,0,Lock Forward,No,0.0,74.0,76.0,251,1049.96
Warriors,Sea Eagles,Dallin Watene-Zelezniak,3,Winger,Yes,1.0,80.0,151.0,282,1109.6699999999998
Warriors,Sea Eagles,Rocco Berry,0,Right Centre,Yes,0.0,80.0,41.0,282,1109.6699999999998
Warriors,Sea Eagles,Adam Pompey,0,Left Centre,Yes,1.0,80.0,105.0,282,1109.6699999999998
Warriors,Sea Eagles,Marcelo Montoya,0,Winger,Yes,0.0,80.0,119.0,282,1109.6699999999998
Warriors,Sea Eagles,Luke Metcalf,0,Five-Eighth,Yes,1.0,80.0,130.0,282,1109.6699999999998
Warriors,Sea Eagles,Shaun Johnson,0,Halfback,Yes,0.0,80.0,59.0,282,1109.6699999999998
Warriors,Sea Eagles,Addin Fonua-Blake,0,Prop,Yes,1.0,71.0,270.0,282,1109.6699999999998
Warriors,Sea Eagles,Wayde Egan,0,Hooker,Yes,0.0,22.0,0.0,282,1109.6699999999998
Warriors,Sea Eagles,Jackson Ford,0,Second Row,Yes,0.0,80.0,147.0,282,1109.6699999999998
Warriors,Sea Eagles,Marata Niukore,1,Second Row,Yes,0.0,52.0,130.0,282,1109.6699999999998
Eels,Roosters,Will Penisini,0,Right Centre,Yes,0.0,80.0,106.0,160,1015.08
Eels,Roosters,Bailey Simonsson,0,Left Centre,Yes,0.0,80.0,83.0,160,1015.08
Eels,Roosters,Sean Russell,0,Winger,Yes,1.0,80.0,68.0,160,1015.08
Eels,Roosters,Daejarn Asi,0,Five-Eighth,Yes,0.0,71.0,85.0,160,1015.08
Eels,Roosters,Dylan Brown,0,Halfback,Yes,1.0,80.0,165.0,160,1015.08
Eels,Roosters,Joey Lussick,0,Hooker,Yes,0.0,80.0,20.0,160,1015.08
Eels,Roosters,Junior Paulo,0,Prop,Yes,0.0,58.0,73.0,160,1015.08
Eels,Roosters,J'maine Hopgood,0,Second Row,Yes,0.0,60.0,72.0,160,1015.08
Eels,Roosters,Bryce Cartwright,1,Second Row,Yes,0.0,68.0,76.0,160,1015.08
Eels,Roosters,Joe Ofahengaue,0,Lock Forward,Yes,0.0,50.0,109.0,160,1015.08
Eels,Roosters,Daniel Tupou,0,Winger,No,0.0,80.0,198.0,261,1014.3599999999999
Eels,Roosters,Billy Smith,0,Right Centre,No,1.0,80.0,167.0,261,1014.3599999999999
Eels,Roosters,Joseph Manu,0,Left Centre,No,1.0,80.0,170.0,261,1014.3599999999999
Eels,Roosters,Joseph-Aukuso Suaalii,2,Winger,No,1.0,80.0,176.0,261,1014.3599999999999
Eels,Roosters,Luke Keary,0,Five-Eighth,No,0.0,80.0,35.0,261,1014.3599999999999
Eels,Roosters,Drew Hutchison,0,Halfback,No,2.0,80.0,158.0,261,1014.3599999999999
Eels,Roosters,Lindsay Collins,0,Prop,No,0.0,58.0,97.0,261,1014.3599999999999
Eels,Roosters,Brandon Smith,0,Hooker,No,0.0,35.0,51.0,261,1014.3599999999999
Eels,Roosters,Siua Wong,1,Second Row,No,0.0,47.0,27.0,261,1014.3599999999999
Eels,Roosters,Nat Butcher,1,Second Row,No,0.0,80.0,114.0,261,1014.3599999999999
Eels,Roosters,Victor Radley,0,Lock Forward,No,0.0,76.0,80.0,261,1014.3599999999999
Titans,Panthers,Alofiana Khan-Pereira,1,Winger,Yes,0.0,80.0,60.0,296,1040.8
Titans,Panthers,Brian Kelly,0,Right Centre,Yes,0.0,80.0,113.0,296,1040.8
Titans,Panthers,Aaron Schoupp,0,Left Centre,Yes,0.0,80.0,118.0,296,1040.8
Titans,Panthers,Phillip Sami,0,Winger,Yes,0.0,80.0,247.0,296,1040.8
Titans,Panthers,Jayden Campbell,0,Five-Eighth,Yes,0.0,80.0,140.0,296,1040.8
Titans,Panthers,Chris Randall,0,Hooker,Yes,0.0,80.0,38.0,296,1040.8
Titans,Panthers,David Fifita,1,Second Row,Yes,0.0,80.0,144.0,296,1040.8
Dragons,Storm,Tyrell Sloan,1,Fullback,Yes,1.0,80.0,106.0,240,1115.56
Dragons,Storm,Mathew Feagai,0,Winger,Yes,0.0,80.0,144.0,240,1115.56
Dragons,Storm,Mosese Suli,0,Right Centre,Yes,0.0,80.0,124.0,240,1115.56
Dragons,Storm,Max Feagai,0,Left Centre,Yes,0.0,80.0,84.0,240,1115.56
Dragons,Storm,Mikaele Ravalawa,1,Winger,Yes,1.0,80.0,112.0,240,1115.56
Dragons,Storm,Talatau Amone,1,Five-Eighth,Yes,0.0,80.0,81.0,240,1115.56
Dragons,Storm,Blake Lawrie,0,Prop,Yes,0.0,51.0,135.0,240,1115.56
Dragons,Storm,Billy Burns,2,Second Row,Yes,0.0,80.0,117.0,240,1115.56
Dragons,Storm,Dan Russell,0,Second Row,Yes,0.0,80.0,42.0,240,1115.56
Dragons,Storm,Michael Molo,0,Lock Forward,Yes,0.0,47.0,55.0,240,1115.56
Dragons,Storm,Nick Meaney,0,Fullback,No,1.0,80.0,171.0,260,988.0900000000001
Dragons,Storm,Xavier Coates,1,Winger,No,0.0,80.0,173.0,260,988.0900000000001
Dragons,Storm,Marion Seve,0,Right Centre,No,1.0,80.0,105.0,260,988.0900000000001
Dragons,Storm,Young Tonumaipea,0,Left Centre,No,1.0,80.0,192.0,260,988.0900000000001
Dragons,Storm,Cameron Munster,0,Five-Eighth,No,1.0,80.0,177.0,260,988.0900000000001
Dragons,Storm,Jahrome Hughes,1,Halfback,No,0.0,80.0,163.0,260,988.0900000000001
Dragons,Storm,Tui Kamikamica,0,Prop,No,0.0,21.0,17.0,260,988.0900000000001
Dragons,Storm,Harry Grant,0,Hooker,No,1.0,59.0,124.0,260,988.0900000000001
Dragons,Storm,Trent Loiero,0,Second Row,No,1.0,80.0,102.0,260,988.0900000000001
Dragons,Storm,Josh King,0,Lock Forward,No,0.0,62.0,130.0,260,988.0900000000001
Knights,Rabbitohs,Latrell Mitchell,0,Fullback,No,0.0,80.0,88.0,254,1050.68
Knights,Rabbitohs,Alex Johnston,0,Winger,No,2.0,80.0,115.0,254,1050.68
Knights,Rabbitohs,Isaiah Tass,0,Right Centre,No,0.0,80.0,109.0,254,1050.68
Knights,Rabbitohs,Campbell Graham,0,Left Centre,No,1.0,80.0,131.0,254,1050.68
Knights,Rabbitohs,Taane Milne,0,Winger,No,0.0,80.0,233.0,254,1050.68
Knights,Rabbitohs,Cody Walker,0,Five-Eighth,No,1.0,80.0,97.0,254,1050.68
Knights,Rabbitohs,Lachlan Ilias,0,Halfback,No,0.0,80.0,45.0,254,1050.68
Knights,Rabbitohs,Jai Arrow,0,Prop,No,0.0,49.0,114.0,254,1050.68
Knights,Rabbitohs,Damien Cook,1,Hooker,No,0.0,80.0,64.0,254,1050.68
Knights,Rabbitohs,Shaquai Mitchell,1,Prop,No,0.0,39.0,139.0,254,1050.68
Knights,Rabbitohs,Keaon Koloamatangi,0,Second Row,No,0.0,80.0,160.0,254,1050.68
Knights,Rabbitohs,Jacob Host,0,Second Row,No,0.0,56.0,115.0,254,1050.68
Raiders,Bulldogs,Jordan Rapana,1,Fullback,Yes,0.0,71.0,61.0,210,1129.79
Raiders,Bulldogs,Albert Hopoate,0,Winger,Yes,0.0,80.0,113.0,210,1129.79
Raiders,Bulldogs,Matthew Timoko,2,Left Centre,Yes,0.0,78.0,81.0,210,1129.79
Raiders,Bulldogs,Nick Cotric,1,Winger,Yes,0.0,77.0,52.0,210,1129.79
Raiders,Bulldogs,Jamal Fogarty,0,Halfback,Yes,0.0,80.0,78.0,210,1129.79
Raiders,Bulldogs,Joseph Tapine,0,Prop,Yes,0.0,53.0,89.0,210,1129.79
Raiders,Bulldogs,Zac Woolford,0,Hooker,Yes,0.0,39.0,16.0,210,1129.79
Raiders,Bulldogs,Hudson Young,0,Second Row,Yes,0.0,80.0,46.0,210,1129.79
Raiders,Bulldogs,Corey Horsburgh,0,Lock Forward,Yes,0.0,60.0,84.0,210,1129.79
