Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Scott Drinkwater,1,Fullback,80,4,1,0,0,0,0.0,0,0,57,17,201,67,29,1,1,0,0,5,2,0,3.55,0,0,0,2,8,26,42,1.53,75.0,6,0,2,0,3,2,76,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,80,0
Semi Valemei,2,Winger,80,0,0,0,0,0,0.0,0,0,30,22,243,25,98,0,0,0,0,3,0,0,4.14,1,10,0,0,1,3,24,0.14,72.73,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0
Valentine Holmes,3,Centre,80,6,0,3,3,0,100.0,0,0,59,17,204,0,60,1,0,1,0,6,0,0,3.35,3,38,0,2,0,4,19,0.24,80.0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Peta Hiku,4,Centre,80,0,0,0,0,0,0.0,0,0,32,17,163,0,49,0,0,0,0,3,1,0,4.09,0,0,0,1,3,3,22,0.18,73.68,14,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
Murray Taulagi,5,Winger,80,0,0,0,0,0,0.0,0,0,16,16,150,32,50,0,0,0,0,3,0,0,3.59,0,0,0,0,0,2,19,0.13,57.14,4,2,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,80,0
Tom Dearden,6,Five-Eighth,80,0,0,0,0,0,0.0,0,0,32,16,118,0,21,0,1,1,0,3,0,0,3.38,0,0,0,0,8,42,51,2.63,84.0,21,4,0,0,0,1,21,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,80,0
Chad Townsend,7,Halfback,80,1,0,0,0,0,0.0,1,0,44,9,56,0,9,0,0,0,0,1,0,0,5.37,1,12,0,0,5,50,72,5.56,85.71,18,1,2,0,0,15,388,2,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,80,0
Jordan McLean,8,Prop,38,0,0,0,0,0,0.0,0,0,39,14,154,0,71,0,0,0,0,1,14,0,3.35,0,0,0,0,1,1,15,0.07,96.0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15
Reece Robson,9,Hooker,80,0,0,0,0,0,0.0,0,0,44,8,72,0,11,0,0,0,0,2,0,0,3.62,7,65,0,0,4,100,107,12.5,91.67,44,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,80,0
Coen Hess,10,Prop,41,0,0,0,0,0,0.0,0,0,43,7,61,0,29,0,0,0,0,2,7,0,4.08,0,0,0,2,0,0,8,0.0,93.33,28,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,23,17
Luciano Leilua,11,2nd Row,80,0,0,0,0,0,0.0,0,0,72,14,132,0,51,0,0,0,0,3,12,0,4.0,0,0,0,3,1,6,18,0.43,92.11,35,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Jeremiah Nanai,12,2nd Row,66,4,1,0,0,0,0.0,0,0,47,11,95,0,33,1,0,0,0,0,10,0,3.3,0,0,0,1,1,2,13,0.18,90.32,28,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,65,0
Reuben Cotter,13,Interchange,36,4,1,0,0,0,0.0,0,0,31,5,56,0,12,0,0,0,0,0,4,0,4.6,0,0,0,0,0,3,8,0.6,90.0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
