Player,Number,Position,MinsPlayed,Points,Tries,Conversions,Conversion Attempts,PenaltyGoals,Goal ConversionRate,1 Point FieldGoals,2 Point FieldGoals,TotalPoints,AllRuns,All RunMetres,Kick ReturnMetres,Post ContactMetres,LineBreaks,Line BreakAssists,TryAssists,Line EngagedRuns,TackleBreaks,HitUps,Play TheBall,Average Play The BallSpeed,Dummy HalfRuns,Dummy Half RunMetres,One on OneSteal,Offloads,DummyPasses,Passes,Receipts,Passes To RunRatio,Tackle Efficiency,TacklesMade,MissedTackles,Ineffective Tackles,Intercepts,KicksDefused,Kicks,KickingMetres,Forced DropOuts,BombKicks,Grubbers,40/20,20/40,Cross FieldKicks,KickedDead,Errors,Handling Errors,One on OneLost,Penalties,Ruck Infringements,Inside 10Metres,OnReport,SinBins,SendOffs,StintOne,StintTwo
Clinton Gutherson,1,Fullback,80,14,1,5,6,0,83.33,0,0,75,17,141,34,34,1,2,2,0,7,0,0,4.15,2,16,1,1,3,22,41,1.29,80.0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Maika Sivo,2,Winger,80,0,0,0,0,0,0.0,0,0,12,13,137,28,29,0,0,1,0,2,0,0,3.45,0,0,0,0,0,0,18,0.0,0.0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,80,0
Will Penisini,3,Centre,80,0,0,0,0,0,0.0,0,0,26,14,101,0,39,0,0,0,0,2,0,0,3.69,1,7,0,3,0,3,18,0.21,88.89,8,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,80,0
Bailey Simonsson,4,Centre,80,8,2,0,0,0,0.0,0,0,60,17,206,12,64,2,0,0,0,5,0,0,4.29,1,1,0,1,2,5,19,0.29,88.89,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,80,0
Sean Russell,5,Winger,80,0,0,0,0,0,0.0,0,0,19,11,103,18,31,0,0,0,0,5,1,0,4.12,1,9,0,0,0,1,12,0.09,50.0,2,2,0,0,1,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Ryan Matterson,6,Five-Eighth,80,0,0,0,0,0,0.0,0,0,44,19,163,0,43,0,0,0,0,5,0,0,3.86,0,0,0,0,2,24,41,1.26,87.5,21,2,1,0,0,3,43,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,80,0
Daejarn Asi,7,Halfback,80,0,0,0,0,0,0.0,0,0,44,12,81,0,14,0,0,0,0,0,0,0,3.66,0,0,0,1,6,37,61,3.08,94.44,17,1,0,0,0,17,479,2,2,3,0,0,4,0,1,0,0,0,0,0,0,0,0,80,0
Reagan Campbell-Gillard,8,Prop,44,0,0,0,0,0,0.0,0,0,21,10,94,14,34,0,0,0,0,0,9,0,4.64,0,0,0,0,1,0,10,0.0,93.33,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,11
Brendan Hands,9,Hooker,80,0,0,0,0,0,0.0,0,0,51,6,51,0,12,1,0,0,0,1,4,0,3.93,2,12,0,0,3,153,158,25.5,95.12,39,1,1,0,0,1,13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,80,0
Ofahiki Ogden,10,Prop,37,4,1,0,0,0,0.0,0,0,33,17,142,20,47,1,0,0,0,2,15,0,4.1,0,0,0,1,2,0,17,0.0,80.0,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,20,16
Bryce Cartwright,11,2nd Row,59,0,0,0,0,0,0.0,0,0,40,12,99,0,39,0,0,0,0,1,11,0,3.03,0,0,0,2,0,3,14,0.25,100.0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,58,0
Andrew Davey,12,2nd Row,80,0,0,0,0,0,0.0,0,0,43,14,127,0,38,0,0,0,0,3,14,0,3.92,0,0,0,1,0,0,14,0.0,91.67,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,0
J'maine Hopgood,13,Lock,67,4,1,0,0,0,0.0,0,0,81,20,173,0,51,1,1,0,0,4,16,0,3.63,0,0,0,2,9,11,27,0.55,91.67,33,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,67,0
