Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
16,Sharks,48,Bulldogs,10,William Kennedy,0
16,Sharks,48,Bulldogs,10,Sione Katoa,0
16,Sharks,48,Bulldogs,10,Jesse Ramien,1
16,Sharks,48,Bulldogs,10,Siosifa Talakai,0
16,Sharks,48,Bulldogs,10,Ronaldo Mulitalo,1
16,Sharks,48,Bulldogs,10,Matt Moylan,0
16,Sharks,48,Bulldogs,10,Nicholas Hynes,0
16,Sharks,48,Bulldogs,10,Oregon Kaufusi,0
16,Sharks,48,Bulldogs,10,Blayke Brailey,0
16,Sharks,48,Bulldogs,10,Braden Hamlin-Uele,1
16,Sharks,48,Bulldogs,10,Briton Nikora,1
16,Sharks,48,Bulldogs,10,Teig Wilton,1
16,Sharks,48,Bulldogs,10,Dale Finucane captain,0
16,Sharks,48,Bulldogs,10,Hayze Perham,0
16,Sharks,48,Bulldogs,10,Jacob Kiraz,0
16,Sharks,48,Bulldogs,10,Jake Averillo,0
16,Sharks,48,Bulldogs,10,Paul Alamoti,0
16,Sharks,48,Bulldogs,10,Braidon Burns,0
16,Sharks,48,Bulldogs,10,Karl Oloapu,0
16,Sharks,48,Bulldogs,10,Kyle Flanagan,0
16,Sharks,48,Bulldogs,10,Chris Patolo,0
16,Sharks,48,Bulldogs,10,Reed Mahoney captain,0
16,Sharks,48,Bulldogs,10,Tevita Pangai Junior,0
16,Sharks,48,Bulldogs,10,Jayden Okunbor,0
16,Sharks,48,Bulldogs,10,Jacob Preston,0
16,Sharks,48,Bulldogs,10,Kurtis Morrin,1
