Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
1,Wests Tigers,10,Titans,22,Daine Laurie,1
1,Wests Tigers,10,Titans,22,David Nofoaluma,0
1,Wests Tigers,10,Titans,22,Brent Naden,0
1,Wests Tigers,10,Titans,22,Tommy Talau,0
1,Wests Tigers,10,Titans,22,Charlie Staines,0
1,Wests Tigers,10,Titans,22,Adam Doueihi,1
1,Wests Tigers,10,Titans,22,Luke Brooks,0
1,Wests Tigers,10,Titans,22,Stefano Utoikamanu,0
1,Wests Tigers,10,Titans,22,Jake Simpkin,0
1,Wests Tigers,10,Titans,22,David Klemmer,0
1,Wests Tigers,10,Titans,22,Isaiah Papali'i,0
1,Wests Tigers,10,Titans,22,Shawn Blore,0
1,Wests Tigers,10,Titans,22,Alex Twal,0
1,Wests Tigers,10,Titans,22,AJ Brimson,1
1,Wests Tigers,10,Titans,22,Alofiana Khan-Pereira,0
1,Wests Tigers,10,Titans,22,Aaron Schoupp,0
1,Wests Tigers,10,Titans,22,Phillip Sami,2
1,Wests Tigers,10,Titans,22,Jojo Fifita,0
1,Wests Tigers,10,Titans,22,Kieran Foran,0
1,Wests Tigers,10,Titans,22,Tanah Boyd,0
1,Wests Tigers,10,Titans,22,Jaimin Jolliffe,0
1,Wests Tigers,10,Titans,22,Sam Verrills,0
1,Wests Tigers,10,Titans,22,Tino Fa'asuamaleaui captain,0
1,Wests Tigers,10,Titans,22,David Fifita,0
1,Wests Tigers,10,Titans,22,Joe Stimson,0
1,Wests Tigers,10,Titans,22,Isaac Liu,0
