Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
14,Warriors,30,Dolphins,8,Charnze Nicoll-Klokstad,0
14,Warriors,30,Dolphins,8,Dallin Watene-Zelezniak,2
14,Warriors,30,Dolphins,8,Rocco Berry,0
14,Warriors,30,Dolphins,8,Adam Pompey,0
14,Warriors,30,Dolphins,8,Marcelo Montoya,0
14,Warriors,30,Dolphins,8,Luke Metcalf,1
14,Warriors,30,Dolphins,8,Shaun Johnson,2
14,Warriors,30,Dolphins,8,Addin Fonua-Blake,0
14,Warriors,30,Dolphins,8,Wayde Egan,0
14,Warriors,30,Dolphins,8,Bunty Afoa,0
14,Warriors,30,Dolphins,8,Jackson Ford,0
14,Warriors,30,Dolphins,8,Marata Niukore,0
14,Warriors,30,Dolphins,8,Tohu Harris captain,0
14,Warriors,30,Dolphins,8,Kodi Nikorima,0
14,Warriors,30,Dolphins,8,Jamayne Isaako,1
14,Warriors,30,Dolphins,8,Euan Aitken,0
14,Warriors,30,Dolphins,8,Brenko Lee,0
14,Warriors,30,Dolphins,8,Tesi Niu,1
14,Warriors,30,Dolphins,8,Anthony Milford,0
14,Warriors,30,Dolphins,8,Isaiya Katoa,0
14,Warriors,30,Dolphins,8,Jesse Bromwich captain,0
14,Warriors,30,Dolphins,8,Ray Stone,0
14,Warriors,30,Dolphins,8,Herman Ese'ese,0
14,Warriors,30,Dolphins,8,Kenneath Bromwich,0
14,Warriors,30,Dolphins,8,Connelly Lemuelu,0
14,Warriors,30,Dolphins,8,Jarrod Wallace,0
