Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
14,Cowboys,45,Storm,20,Scott Drinkwater,0
14,Cowboys,45,Storm,20,Semi Valemei,3
14,Cowboys,45,Storm,20,Peta Hiku,0
14,Cowboys,45,Storm,20,Valentine Holmes,0
14,Cowboys,45,Storm,20,Murray Taulagi,0
14,Cowboys,45,Storm,20,Tom Dearden,0
14,Cowboys,45,Storm,20,Chad Townsend captain,0
14,Cowboys,45,Storm,20,Jordan McLean,0
14,Cowboys,45,Storm,20,Reece Robson,0
14,Cowboys,45,Storm,20,Coen Hess,0
14,Cowboys,45,Storm,20,Luciano Leilua,0
14,Cowboys,45,Storm,20,Heilum Luki,0
14,Cowboys,45,Storm,20,Jake Granville,0
14,Cowboys,45,Storm,20,Nick Meaney,1
14,Cowboys,45,Storm,20,Will Warbrick,0
14,Cowboys,45,Storm,20,Reimis Smith,0
14,Cowboys,45,Storm,20,Justin Olam,1
14,Cowboys,45,Storm,20,Xavier Coates,1
14,Cowboys,45,Storm,20,Cameron Munster,0
14,Cowboys,45,Storm,20,Jahrome Hughes captain,0
14,Cowboys,45,Storm,20,Christian Welch,0
14,Cowboys,45,Storm,20,Harry Grant,0
14,Cowboys,45,Storm,20,Tui Kamikamica,0
14,Cowboys,45,Storm,20,Trent Loiero,0
14,Cowboys,45,Storm,20,Eliesa Katoa,0
14,Cowboys,45,Storm,20,Josh King,0
